   ,DAY,SELF_PASSWORD_CHANGE,HELPED_PASSWORD_CHANGE,SET_ANSWERS,FORGOT_PASSWORD_AUTHN_SUCCESS,FORGOT_PASSWORD_AUTHN_FAIL,FORGOT_PASSWORD_AUTHN_LOCKED,EXPIRATION_NOTICE_SENT,PASSWORD_EXPIRED,PASSWORD_UNLOCK,PASSWORD_UNLOCK_ENT_LDAP,PASSWORD_UNLOCK_AD
2757,6/11/10,60,15,46,10,19,2,307,14,0,0,0
2758,6/12/10,46,0,34,3,9,2,334,22,0,0,0
2759,6/13/10,58,0,41,10,18,3,369,11,0,0,0
2760,6/14/10,114,21,80,16,51,6,386,6,0,0,0
2761,6/15/10,122,24,84,21,28,1,517,15,0,0,0
2762,6/16/10,74,17,52,18,26,5,351,28,0,0,0
2763,6/17/10,71,25,54,9,18,3,335,26,0,0,0
2764,6/18/10,73,16,54,8,14,1,332,14,0,0,0
2765,6/19/10,46,0,34,6,10,1,323,16,0,0,0
2766,6/20/10,58,0,43,12,16,3,363,8,0,0,0
2767,6/21/10,97,17,72,15,42,7,463,5,0,0,0
2768,6/22/10,89,18,69,15,41,6,470,10,0,0,0
2769,6/23/10,71,26,52,13,35,5,295,23,0,0,0
2770,6/24/10,84,26,59,12,30,2,325,15,0,0,0
2771,6/25/10,48,13,29,11,12,1,254,13,0,0,0
2772,6/26/10,27,0,17,5,2,0,302,12,0,0,0
2773,6/27/10,42,0,23,12,28,4,347,6,0,0,0
2774,6/28/10,93,20,66,16,51,7,370,3,0,0,0
2775,6/29/10,89,24,56,11,39,4,433,11,0,0,0
2776,6/30/10,79,13,52,15,34,4,480,16,0,0,0
2777,7/1/10,61,16,41,12,21,3,356,24,0,0,0
2778,7/2/10,54,17,45,5,12,1,178,11,0,0,0
2779,7/3/10,33,0,23,10,5,1,195,11,0,0,0
2780,7/4/10,31,0,22,4,2,0,201,6,0,0,0
2781,7/5/10,49,0,33,10,22,2,283,1,0,0,0
2782,7/6/10,77,26,49,13,61,8,245,5,0,0,0
2783,7/7/10,88,24,57,26,49,6,227,25,0,0,0
2784,7/8/10,57,23,37,15,21,1,214,11,0,0,0
2785,7/9/10,56,12,40,11,27,5,206,13,0,0,0
2786,7/10/10,38,0,27,6,24,1,231,9,0,0,0
2787,7/11/10,38,0,26,10,36,4,260,9,0,0,0
2788,7/12/10,67,17,37,20,42,7,289,5,0,0,0
2789,7/13/10,59,19,43,12,42,4,259,3,0,0,0
2790,7/14/10,65,16,33,20,37,5,262,23,0,0,0
2791,7/15/10,67,19,47,15,33,5,344,21,0,0,0
2792,7/16/10,36,9,24,10,19,1,242,19,0,0,0
2793,7/17/10,18,0,12,2,11,1,251,7,0,0,0
2794,7/18/10,24,0,14,8,9,0,303,6,0,0,0
2795,7/19/10,68,23,46,13,35,4,312,5,0,0,0
2796,7/20/10,56,13,36,14,32,3,308,10,0,0,0
2797,7/21/10,58,11,40,10,56,8,340,16,0,0,0
2798,7/22/10,53,16,35,8,41,5,339,9,0,0,0
2799,7/23/10,55,12,31,9,17,2,234,14,0,0,0
2800,7/24/10,28,0,14,7,23,2,259,11,0,0,0
2801,7/25/10,37,0,27,6,11,1,290,9,0,0,0
2802,7/26/10,89,36,58,16,48,3,332,3,0,0,0
2803,7/27/10,77,16,51,22,47,8,319,14,0,0,0
2804,7/28/10,64,19,41,19,52,9,238,17,0,0,0
2805,7/29/10,67,13,43,13,21,3,331,11,0,0,0
2806,7/30/10,56,24,32,20,25,2,84,12,0,0,0
2807,7/31/10,27,0,16,10,5,0,380,12,0,0,0
2808,8/1/10,35,0,23,11,20,2,374,7,0,0,0
2809,8/2/10,113,32,67,31,71,8,219,5,0,0,0
2810,8/3/10,83,25,54,17,65,8,207,8,0,0,0
2811,8/4/10,81,29,53,21,62,9,188,18,0,0,0
2812,8/5/10,70,18,44,24,24,1,202,14,0,0,0
2813,8/6/10,48,6,30,12,19,3,182,14,0,0,0
2814,8/7/10,30,0,20,8,24,2,191,14,0,0,0
2815,8/8/10,46,0,27,17,27,2,266,6,0,0,0
2816,8/9/10,104,26,75,20,61,8,242,8,0,0,0
2817,8/10/10,95,23,74,18,46,8,215,8,0,0,0
2818,8/11/10,69,14,43,23,59,10,199,18,0,0,0
2819,8/12/10,68,15,42,25,43,4,182,19,0,0,0
2820,8/13/10,50,14,26,19,26,4,196,17,0,0,0
2821,8/14/10,25,0,18,6,7,0,205,12,0,0,0
2822,8/15/10,41,0,28,11,20,2,340,9,0,0,0
2823,8/16/10,112,42,77,30,44,5,309,3,0,0,0
2824,8/17/10,80,18,51,29,50,5,269,12,0,0,0
2825,8/18/10,66,12,34,22,44,4,262,20,0,0,0
2826,8/19/10,63,16,46,10,24,4,207,13,0,0,0
2827,8/20/10,51,19,33,13,55,9,220,16,0,0,0
2828,8/21/10,35,0,21,7,16,1,280,23,0,0,0
2829,8/22/10,43,0,26,10,21,3,296,13,0,0,0
2830,8/23/10,116,37,67,39,46,4,262,5,0,0,0
2831,8/24/10,86,19,58,21,56,4,220,6,0,0,0
2832,8/25/10,104,28,70,25,39,3,199,32,0,0,0
2833,8/26/10,53,20,41,5,13,1,236,14,0,0,0
2834,8/27/10,48,18,32,10,36,6,227,12,0,0,0
2835,8/28/10,37,0,25,5,17,3,218,12,0,0,0
2836,8/29/10,40,0,25,8,16,2,287,13,0,0,0
2837,8/30/10,93,32,64,17,69,9,181,4,0,0,0
2838,8/31/10,94,26,65,26,44,6,292,11,0,0,0
2839,9/1/10,67,14,41,20,35,4,283,22,0,0,0
2840,9/2/10,73,17,48,14,33,3,137,24,0,0,0
2841,9/3/10,42,12,26,8,24,4,106,18,0,0,0
2842,9/4/10,24,0,13,7,9,1,137,15,0,0,0
2843,9/5/10,32,0,22,5,16,2,248,6,0,0,0
2844,9/6/10,33,0,23,7,26,4,250,3,0,0,0
2845,9/7/10,81,20,57,11,22,2,217,5,0,0,0
2846,9/8/10,71,23,55,5,16,1,170,19,0,0,0
2847,9/9/10,69,21,52,10,46,4,152,20,0,0,0
2848,9/10/10,49,14,33,9,25,3,145,9,0,0,0
2849,9/11/10,33,0,25,6,7,0,168,13,0,0,0
2850,9/12/10,31,0,20,8,22,3,220,13,0,0,0
2851,9/13/10,89,37,60,19,33,3,291,5,0,0,0
2852,9/14/10,80,17,49,17,19,3,244,8,0,0,0
2853,9/15/10,69,20,43,18,48,5,247,24,0,0,0
2854,9/16/10,86,24,58,17,26,5,211,32,0,0,0
2855,9/17/10,56,22,38,7,33,5,200,16,0,0,0
2856,9/18/10,51,0,34,9,23,1,249,23,0,0,0
2857,9/19/10,94,0,59,26,80,10,273,21,0,0,0
2858,9/20/10,164,85,110,25,54,6,298,8,0,0,0
2859,9/21/10,119,38,76,13,53,8,234,13,0,0,0
2860,9/22/10,90,35,59,19,45,5,207,36,0,0,0
2861,9/23/10,60,21,46,7,22,4,153,27,0,0,0
2862,9/24/10,47,12,34,7,4,0,138,20,0,0,0
2863,9/25/10,28,0,16,8,8,1,163,15,0,0,0
2864,9/26/10,52,0,37,5,14,2,237,7,0,0,0
2865,9/27/10,102,20,70,9,25,1,267,3,0,0,0
2866,9/28/10,64,24,42,11,30,4,186,8,0,0,0
2867,9/29/10,69,24,39,16,6,0,205,23,0,0,0
2868,9/30/10,68,22,53,9,27,4,213,16,0,0,0
2869,10/1/10,52,16,38,6,13,2,225,15,0,0,0
2870,10/2/10,52,0,33,5,23,4,344,13,0,0,0
2871,10/3/10,98,0,71,14,31,4,335,5,0,0,0
2872,10/4/10,137,33,90,15,16,1,310,16,0,0,0
2873,10/5/10,121,30,92,11,15,0,287,11,0,0,0
2874,10/6/10,120,17,85,8,26,2,321,14,0,0,0
2875,10/7/10,101,10,70,13,14,1,300,14,0,0,0
2876,10/8/10,62,18,38,8,19,2,285,20,0,0,0
2877,10/9/10,72,0,55,6,1,0,353,13,0,0,0
2878,10/10/10,97,1,76,8,41,6,319,11,0,0,0
2879,10/11/10,246,26,196,19,24,3,368,5,0,0,0
2880,10/12/10,173,21,143,8,36,4,351,10,0,0,0
2881,10/13/10,692,23,615,25,34,4,248,11,0,0,0
2882,10/14/10,280,17,240,18,29,2,225,12,0,0,0
2883,10/15/10,166,21,138,13,23,2,320,20,0,0,0
2884,10/16/10,121,0,94,8,9,4,381,20,0,0,0
2885,10/17/10,228,0,192,10,34,4,409,10,0,0,0
2886,10/18/10,215,22,164,28,41,6,380,8,0,0,0
2887,10/19/10,183,17,128,25,39,4,345,14,0,0,0
2888,10/20/10,475,14,431,21,33,3,289,15,0,0,0
2889,10/21/10,255,20,217,21,34,4,271,10,0,0,0
2890,10/22/10,132,13,108,10,14,1,285,19,0,0,0
2891,10/23/10,133,0,112,11,19,2,375,23,0,0,0
2892,10/24/10,255,0,207,18,29,5,430,10,0,0,0
2893,10/25/10,264,19,217,20,27,0,418,8,0,0,0
2894,10/26/10,374,25,320,23,31,2,342,13,0,0,0
2895,10/27/10,414,18,365,21,29,4,329,20,0,0,0
2896,10/28/10,256,27,219,18,37,5,325,27,0,0,0
2897,10/29/10,169,24,133,8,12,1,429,15,0,0,0
2898,10/30/10,146,0,120,13,24,6,341,24,0,0,0
2899,10/31/10,231,0,192,15,33,5,680,12,0,0,0
2900,11/1/10,340,51,260,33,65,7,808,9,0,0,0
2901,11/2/10,294,26,234,25,64,6,748,21,0,0,0
2902,11/3/10,691,32,594,37,76,9,814,25,0,0,0
2903,11/4/10,373,28,316,25,75,9,856,24,0,0,0
2904,11/5/10,223,17,175,23,43,5,695,19,0,0,0
2905,11/6/10,215,0,177,12,28,4,612,27,0,0,0
2906,11/7/10,294,0,250,12,48,7,764,24,0,0,0
2907,11/8/10,438,51,359,35,92,12,899,21,0,0,0
2908,11/9/10,252,27,207,20,89,13,722,22,0,0,0
2909,11/10/10,520,24,449,30,70,8,729,32,0,0,0
2910,11/11/10,492,0,427,23,45,6,710,20,0,0,0
2911,11/12/10,284,30,240,15,41,6,641,33,0,0,0
2912,11/13/10,215,0,183,17,31,4,680,32,0,0,0
2913,11/14/10,388,3,324,26,67,9,577,25,0,0,0
2914,11/15/10,470,50,394,43,49,5,889,10,0,0,0
2915,11/16/10,350,27,277,34,80,11,513,24,0,0,0
2916,11/17/10,638,27,555,36,63,7,479,36,0,0,0
2917,11/18/10,414,29,356,31,54,7,480,25,0,0,0
2918,11/19/10,236,20,190,28,43,6,491,18,0,0,0
2919,11/20/10,262,0,223,29,43,4,504,31,0,0,0
2920,11/21/10,320,0,264,25,87,10,546,27,0,0,0
2921,11/22/10,386,50,328,24,57,10,521,22,0,0,0
2922,11/23/10,544,17,489,36,66,8,381,18,0,0,0
2923,11/24/10,397,28,359,20,61,7,462,32,0,0,0
2924,11/25/10,202,0,172,20,42,5,553,17,0,0,0
2925,11/26/10,227,0,191,21,29,4,581,24,0,0,0
2926,11/27/10,303,0,255,27,41,4,571,12,0,0,0
2927,11/28/10,450,0,386,39,70,10,614,19,0,0,0
2928,11/29/10,560,66,440,64,153,22,547,17,0,0,0
2929,11/30/10,424,51,338,50,146,17,644,28,0,0,0
2930,12/1/10,480,41,402,41,63,8,567,56,0,0,0
2931,12/2/10,355,29,290,38,53,5,549,26,0,0,0
2932,12/3/10,325,36,254,53,124,13,588,24,0,0,0
2933,12/4/10,281,1,220,33,79,11,614,22,0,0,0
2934,12/5/10,353,0,279,40,94,8,586,30,0,0,0
2935,12/6/10,389,51,296,50,81,10,531,14,0,0,0
2936,12/7/10,292,42,232,33,86,10,548,19,0,0,0
2937,12/8/10,696,35,592,45,79,9,635,13,0,0,0
2938,12/9/10,397,22,314,54,98,10,485,16,0,0,0
2939,12/10/10,300,45,238,40,86,9,490,42,0,0,0
2940,12/11/10,270,0,226,26,41,7,565,37,0,0,0
2941,12/12/10,306,0,243,30,53,5,494,25,0,0,0
2942,12/13/10,353,32,271,55,98,10,483,19,0,0,0
2943,12/14/10,303,31,240,36,106,16,418,22,0,0,0
2944,12/15/10,594,24,536,30,77,11,501,23,0,0,0
2945,12/16/10,300,25,255,24,53,7,225,26,0,0,0
2946,12/17/10,221,28,185,25,47,4,291,31,0,0,0
2947,12/18/10,234,0,200,14,38,4,471,19,0,0,0
2948,12/19/10,225,1,178,27,65,11,509,20,0,0,0
2949,12/20/10,525,28,445,40,64,9,418,12,0,0,0
2950,12/21/10,379,32,309,35,77,9,311,18,0,0,0
2951,12/22/10,314,18,254,34,51,7,309,26,0,0,0
2952,12/23/10,222,0,190,19,44,5,296,18,0,0,0
2953,12/24/10,149,0,116,21,18,3,290,21,0,0,0
2954,12/25/10,108,0,91,6,19,3,436,18,0,0,0
2955,12/26/10,166,0,139,19,49,2,535,7,0,0,0
2956,12/27/10,232,28,199,21,75,9,506,21,0,0,0
2957,12/28/10,229,28,186,31,76,11,407,12,0,0,0
2958,12/29/10,249,32,187,36,49,7,352,28,0,0,0
2959,12/30/10,206,0,165,31,96,17,362,21,0,0,0
2960,12/31/10,161,0,114,28,38,3,612,24,0,0,0
2961,1/1/11,174,0,133,28,54,8,665,22,0,0,0
2962,1/2/11,389,0,278,62,146,22,738,18,0,0,0
2963,1/3/11,843,139,711,69,156,19,678,15,0,0,0
2964,1/4/11,718,62,614,45,112,16,522,47,0,0,0
2965,1/5/11,589,50,496,55,120,11,432,74,0,0,0
2966,1/6/11,415,38,341,40,113,13,335,40,0,0,0
2967,1/7/11,278,42,227,28,93,12,370,37,0,0,0
2968,1/8/11,287,0,243,36,107,12,447,31,0,0,0
2969,1/9/11,337,2,260,39,87,11,520,37,0,0,0
2970,1/10/11,441,73,357,37,135,18,475,16,0,0,0
2971,1/11/11,569,49,478,51,107,12,435,26,0,0,0
2972,1/12/11,492,47,411,56,140,16,351,42,0,0,0
2973,1/13/11,362,38,302,41,85,11,269,27,0,0,0
2974,1/14/11,301,32,243,31,65,9,241,27,0,0,0
2975,1/15/11,253,0,205,32,106,11,434,34,0,0,0
2976,1/16/11,193,0,147,26,56,7,638,22,0,0,0
2977,1/17/11,294,0,225,42,111,14,605,16,0,0,0
2978,1/18/11,399,69,302,66,96,8,471,23,0,0,0
2979,1/19/11,320,54,244,54,145,20,372,32,0,0,0
2980,1/20/11,311,48,239,59,107,11,319,36,0,0,0
2981,1/21/11,202,34,149,31,77,10,364,29,0,0,0
2982,1/22/11,187,0,152,33,82,7,445,29,0,0,0
2983,1/23/11,266,0,194,45,90,13,512,22,0,0,0
2984,1/24/11,354,53,267,57,126,16,539,15,0,0,0
2985,1/25/11,321,39,255,48,126,14,457,21,0,0,0
2986,1/26/11,267,42,200,42,148,22,384,42,0,0,0
2987,1/27/11,243,43,182,45,102,12,351,26,0,0,0
2988,1/28/11,185,30,145,25,71,10,284,33,0,0,0
2989,1/29/11,156,0,125,19,58,7,312,21,0,0,0
2990,1/30/11,243,0,176,52,72,4,424,20,0,0,0
2991,1/31/11,357,37,265,59,140,17,724,23,0,0,0
2992,2/1/11,370,34,281,50,134,18,675,32,0,0,0
2993,2/2/11,287,27,216,43,123,16,525,34,0,0,0
2994,2/3/11,240,36,168,42,91,7,454,48,0,0,0
2995,2/4/11,160,22,122,25,89,7,385,39,0,0,0
2996,2/5/11,148,0,97,34,116,18,387,39,0,0,0
2997,2/6/11,168,0,120,33,98,13,464,25,0,0,0
2998,2/7/11,327,60,238,54,134,15,550,19,0,0,0
2999,2/8/11,300,42,215,51,148,20,652,21,0,0,0
3000,2/9/11,274,39,204,45,110,12,509,38,0,0,0
3001,2/10/11,192,40,143,31,110,17,390,43,0,0,0
3002,2/11/11,166,32,115,36,80,11,375,37,0,0,0
3003,2/12/11,121,0,88,20,63,9,370,37,0,0,0
3004,2/13/11,183,0,135,34,96,15,439,26,0,0,0
3005,2/14/11,240,53,180,37,92,11,637,10,0,0,0
3006,2/15/11,330,41,243,54,142,17,702,18,0,0,0
3007,2/16/11,448,40,339,84,202,27,581,34,0,0,0
3008,2/17/11,936,63,711,189,529,73,494,47,0,0,0
3009,2/18/11,893,145,675,180,562,78,488,54,0,0,0
3010,2/19/11,619,1,469,120,346,47,451,34,0,0,0
3011,2/20/11,356,0,267,71,179,21,391,37,0,0,0
3012,2/21/11,453,0,325,97,261,45,529,24,0,0,0
3013,2/22/11,1079,192,854,179,554,80,627,37,0,0,0
3014,2/23/11,795,120,604,156,381,45,604,45,0,0,0
3015,2/24/11,431,71,341,78,225,25,584,29,0,0,0
3016,2/25/11,292,71,218,51,164,23,570,28,0,0,0
3017,2/26/11,225,0,172,40,125,20,591,57,0,0,0
3018,2/27/11,401,0,313,69,190,26,614,43,0,0,0
3019,2/28/11,486,83,360,79,221,30,1083,32,0,0,0
3020,3/1/11,417,87,302,100,225,35,654,51,0,0,0
3021,3/2/11,479,83,336,109,281,42,523,61,0,0,0
3022,3/3/11,452,65,331,104,222,33,450,45,0,0,0
3023,3/4/11,237,57,180,47,144,22,499,57,0,0,0
3024,3/5/11,184,0,138,41,104,15,549,64,0,0,0
3025,3/6/11,248,1,183,47,126,19,519,48,0,0,0
3026,3/7/11,359,76,275,59,189,31,497,33,0,0,0
3027,3/8/11,408,100,304,63,256,37,494,52,0,0,0
3028,3/9/11,346,83,266,38,122,17,478,62,0,0,0
3029,3/10/11,229,48,169,41,115,16,371,39,0,0,0
3030,3/11/11,216,53,157,35,105,17,463,48,0,0,0
3031,3/12/11,196,0,152,35,109,14,531,48,0,0,0
3032,3/13/11,192,0,142,38,70,7,473,35,0,0,0
3033,3/14/11,259,56,193,37,99,10,684,32,0,0,0
3034,3/15/11,182,40,128,28,111,20,539,36,0,0,0
3035,3/16/11,129,27,83,26,79,8,444,48,0,0,0
3036,3/17/11,137,29,96,26,74,11,338,41,0,0,0
3037,3/18/11,91,27,66,15,53,5,372,35,0,0,0
3038,3/19/11,92,0,71,14,42,6,477,50,0,0,0
3039,3/20/11,130,0,95,23,44,5,495,30,0,0,0
3040,3/21/11,492,43,283,222,510,64,623,24,0,0,0
3041,3/22/11,338,77,218,110,266,37,444,30,0,0,0
3042,3/23/11,175,57,132,35,149,22,381,37,0,0,0
3043,3/24/11,160,47,127,38,174,25,417,45,0,0,0
3044,3/25/11,147,30,106,31,71,8,473,32,0,0,0
3045,3/26/11,123,0,90,23,59,10,524,44,0,0,0
3046,3/27/11,166,0,112,32,84,13,536,45,0,0,0
3047,3/28/11,268,97,193,60,120,18,486,40,0,0,0
3048,3/29/11,211,68,163,35,103,12,433,44,0,0,0
3049,3/30/11,171,51,110,46,94,12,280,64,0,0,0
3050,3/31/11,96,0,57,39,68,7,301,37,0,0,0
3051,4/1/11,114,44,77,24,53,5,284,31,0,0,0
3052,4/2/11,70,0,53,18,60,9,347,46,0,0,0
3053,4/3/11,126,0,80,35,77,7,465,31,0,0,0
3054,4/4/11,224,66,145,45,104,12,429,11,0,0,0
3055,4/5/11,140,55,86,36,83,9,344,21,0,0,0
3056,4/6/11,183,47,119,67,102,12,295,43,0,0,0
3057,4/7/11,136,44,103,42,92,13,244,35,0,0,0
3058,4/8/11,85,39,55,23,78,9,222,33,0,0,0
3059,4/9/11,51,0,38,8,36,5,304,38,0,0,0
3060,4/10/11,112,0,73,25,79,9,406,26,0,0,0
3061,4/11/11,183,54,118,45,109,17,409,17,0,0,0
3062,4/12/11,144,34,104,33,56,6,314,27,0,0,0
3063,4/13/11,110,31,69,38,81,11,286,31,0,0,0
3064,4/14/11,111,64,67,32,53,9,197,33,0,0,0
3065,4/15/11,111,30,73,28,43,5,262,32,0,0,0
3066,4/16/11,52,0,32,19,66,10,273,30,0,0,0
3067,4/17/11,104,0,63,27,58,5,361,16,0,0,0
3068,4/18/11,162,60,94,51,84,11,364,29,0,0,0
3069,4/19/11,160,37,111,41,83,12,301,29,0,0,0
3070,4/20/11,109,32,70,32,94,13,243,29,0,0,0
3071,4/21/11,104,31,72,20,67,7,206,18,0,0,0
3072,4/22/11,77,23,47,24,48,5,202,35,0,0,0
3073,4/23/11,55,0,41,14,57,8,251,23,0,0,0
3074,4/24/11,79,0,47,23,53,8,316,13,0,0,0
3075,4/25/11,153,45,97,43,76,10,345,9,0,0,0
3076,4/26/11,137,40,81,25,73,13,298,22,0,0,0
3077,4/27/11,113,48,86,30,52,7,268,29,0,0,0
3078,4/28/11,108,41,76,38,92,14,226,24,0,0,0
3079,4/29/11,74,22,53,23,50,8,228,22,0,0,0
3080,4/30/11,78,0,34,36,76,11,299,27,0,0,0
3081,5/1/11,124,0,82,35,86,14,748,23,0,0,0
3082,5/2/11,144,34,97,29,46,6,542,23,0,0,0
3083,5/3/11,111,22,76,28,60,7,453,25,0,0,0
3084,5/4/11,110,21,70,24,33,4,412,30,0,0,0
3085,5/5/11,77,16,54,18,40,3,408,16,0,0,0
3086,5/6/11,78,16,51,16,40,4,419,29,0,0,0
3087,5/7/11,38,0,27,7,33,7,458,15,0,0,0
3088,5/8/11,85,1,55,14,58,8,421,17,0,0,0
3089,5/9/11,148,40,99,23,56,9,542,10,0,0,0
3090,5/10/11,89,19,70,16,43,2,477,10,0,0,0
3091,5/11/11,87,22,61,20,24,2,492,15,0,0,0
3092,5/12/11,84,23,57,16,28,4,451,25,0,0,0
3093,5/13/11,74,21,61,14,40,7,866,26,0,0,0
3094,5/14/11,58,1,43,5,33,4,588,19,0,0,0
3095,5/15/11,95,9,59,19,36,4,552,12,0,0,0
3096,5/16/11,145,24,112,22,30,3,545,9,0,0,0
3097,5/17/11,98,23,74,12,58,7,528,11,0,0,0
3098,5/18/11,98,18,77,12,22,2,501,25,0,0,0
3099,5/19/11,77,12,56,14,27,3,501,19,0,0,0
3100,5/20/11,61,8,43,13,41,6,758,13,0,0,0
3101,5/21/11,59,0,37,13,5,0,605,23,0,0,0
3102,5/22/11,86,0,67,12,22,3,495,17,0,0,0
3103,5/23/11,124,22,91,17,37,2,519,8,0,0,0
3104,5/24/11,108,24,71,18,38,5,566,10,0,0,0
3105,5/25/11,89,11,61,23,44,8,515,18,0,0,0
3106,5/26/11,97,19,66,20,38,2,585,18,0,0,0
3107,5/27/11,66,10,41,15,19,1,643,16,0,0,0
3108,5/28/11,41,0,32,5,25,1,549,14,0,0,0
3109,5/29/11,48,0,34,7,0,0,514,11,0,0,0
3110,5/30/11,82,0,55,17,42,7,234,13,0,0,0
3111,5/31/11,133,20,102,25,38,5,809,8,0,0,0
3112,6/1/11,123,36,96,20,64,10,566,14,0,0,0
3113,6/2/11,101,30,75,17,45,6,368,23,0,0,0
3114,6/3/11,68,11,53,11,29,5,344,11,0,0,0
3115,6/4/11,73,0,54,9,25,4,339,23,0,0,0
3116,6/5/11,59,1,39,15,22,4,381,19,0,0,0
3117,6/6/11,123,25,88,15,37,4,404,8,0,0,0
3118,6/7/11,99,33,68,20,41,5,388,8,0,0,0
3119,6/8/11,89,16,58,18,54,9,322,20,0,0,0
3120,6/9/11,81,62,54,18,25,3,357,18,0,0,0
3121,6/10/11,96,19,49,14,39,4,360,19,0,0,0
3122,6/11/11,25,0,21,7,17,1,434,18,0,0,0
3123,6/12/11,64,0,45,9,20,3,426,17,0,0,0
3124,6/13/11,139,35,100,29,35,1,607,11,0,0,0
3125,6/14/11,115,25,89,18,25,5,391,9,0,0,0
3126,6/15/11,96,28,66,22,41,4,364,22,0,0,0
3127,6/16/11,78,22,49,17,46,6,372,25,0,0,0
3128,6/17/11,75,21,50,10,39,8,360,17,0,0,0
3129,6/18/11,43,0,30,7,4,0,355,18,0,0,0
3130,6/19/11,44,0,29,11,22,4,410,21,0,0,0
3131,6/20/11,109,32,78,21,32,5,558,15,0,0,0
3132,6/21/11,94,27,58,21,50,5,421,17,0,0,0
3133,6/22/11,82,21,62,15,42,4,333,22,0,0,0
3134,6/23/11,74,17,49,14,33,3,328,22,0,0,0
3135,6/24/11,72,16,48,19,26,3,327,16,0,0,0
3136,6/25/11,29,0,18,10,33,4,368,25,0,0,0
3137,6/26/11,44,0,26,10,30,3,402,10,0,0,0
3138,6/27/11,103,19,77,21,53,7,442,4,0,0,0
3139,6/28/11,86,24,62,20,37,2,370,14,0,0,0
3140,6/29/11,78,18,55,24,26,2,334,13,0,0,0
3141,6/30/11,80,19,62,16,14,1,519,17,0,0,0
3142,7/1/11,60,12,38,12,16,1,369,19,0,0,0
3143,7/2/11,32,0,21,8,17,2,238,11,0,0,0
3144,7/3/11,24,0,16,6,7,1,248,14,0,0,0
3145,7/4/11,23,0,15,6,7,0,273,10,0,0,0
3146,7/5/11,83,30,56,23,53,8,262,6,0,0,0
3147,7/6/11,91,9,54,28,68,8,252,11,0,0,0
3148,7/7/11,82,31,46,18,51,6,242,19,0,0,0
3149,7/8/11,63,9,35,20,37,3,212,18,0,0,0
3150,7/9/11,35,0,20,12,24,4,247,8,0,0,0
3151,7/10/11,20,0,14,2,1,0,260,9,0,0,0
3152,7/11/11,89,23,60,21,67,11,319,11,0,0,0
3153,7/12/11,91,24,48,27,35,4,290,12,0,0,0
3154,7/13/11,84,17,48,24,44,6,446,15,0,0,0
3155,7/14/11,74,26,40,23,33,3,262,6,0,0,0
3156,7/15/11,49,11,31,15,31,6,243,17,0,0,0
3157,7/16/11,35,1,17,9,34,7,242,20,0,0,0
3158,7/17/11,40,0,30,7,28,3,315,11,0,0,0
3159,7/18/11,70,20,51,13,36,6,328,6,0,0,0
3160,7/19/11,76,21,48,20,46,3,347,8,0,0,0
3161,7/20/11,75,25,51,16,50,7,434,13,0,0,0
3162,7/21/11,60,21,39,15,37,2,293,10,0,0,0
3163,7/22/11,57,15,36,18,59,9,251,18,0,0,0
3164,7/23/11,34,0,20,7,33,4,264,16,0,0,0
3165,7/24/11,33,1,17,13,27,4,342,20,0,0,0
3166,7/25/11,100,29,62,22,31,2,373,5,0,0,0
3167,7/26/11,81,24,47,18,33,3,364,13,0,0,0
3168,7/27/11,63,18,38,20,45,2,346,12,0,0,0
3169,7/28/11,71,17,48,18,39,3,290,23,0,0,0
3170,7/29/11,42,14,28,18,13,0,262,12,0,0,0
3171,7/30/11,19,0,10,4,24,4,127,10,0,0,0
3172,7/31/11,50,0,31,14,15,1,482,15,0,0,0
3173,8/1/11,135,38,82,40,83,8,429,6,0,0,0
3174,8/2/11,109,52,67,35,67,6,218,9,0,0,0
3175,8/3/11,70,24,47,17,67,6,233,17,0,0,0
3176,8/4/11,83,28,59,24,49,5,228,19,0,0,0
3177,8/5/11,83,22,45,19,49,7,219,8,0,0,0
3178,8/6/11,30,0,19,11,18,1,210,25,0,0,0
3179,8/7/11,48,0,28,18,35,6,279,14,0,0,0
3180,8/8/11,102,40,74,27,62,7,266,11,0,0,0
3181,8/9/11,89,24,53,28,51,6,241,8,0,0,0
3182,8/10/11,102,32,66,31,67,7,223,25,0,0,0
3183,8/11/11,54,28,34,15,32,5,238,13,0,0,0
3184,8/12/11,70,25,42,22,25,5,247,22,0,0,0
3185,8/13/11,32,0,23,6,29,3,406,15,0,0,0
3186,8/14/11,44,0,20,19,12,0,227,16,0,0,0
3187,8/15/11,115,55,80,28,60,9,340,13,0,0,0
3188,8/16/11,81,29,51,25,36,2,242,13,0,0,0
3189,8/17/11,107,29,71,31,42,3,263,22,0,0,0
3190,8/18/11,64,15,39,19,40,6,251,16,0,0,0
3191,8/19/11,66,19,39,19,29,4,275,24,0,0,0
3192,8/20/11,34,0,21,14,43,5,326,21,0,0,0
3193,8/21/11,65,0,37,19,47,7,289,13,0,0,0
3194,8/22/11,132,44,85,35,71,8,285,9,0,0,0
3195,8/23/11,75,29,45,30,46,4,217,15,0,0,0
3196,8/24/11,102,34,56,37,46,6,242,19,0,0,0
3197,8/25/11,76,22,43,26,42,6,248,19,0,0,0
3198,8/26/11,65,22,36,16,44,3,237,15,0,0,0
3199,8/27/11,29,1,19,9,23,4,255,18,0,0,0
3200,8/28/11,38,0,21,13,28,5,276,7,0,0,0
